Supplementary Table 3:Repetitive elements read counts on chromosome Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The column titles are composed of the sex of the sample (F for female and M for male) followed by a dash and the sample name. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F-Sample-13,F-Sample-16,F-Sample-17,F-Sample-18,F-Sample-2,F-Sample-20,F-Sample-23,F-Sample-24,F-Sample-26,F-Sample-28,F-Sample-31,F-Sample-33,F-Sample-37,F-Sample-40,F-Sample-41,F-Sample-45,F-Sample-5,F-Sample-54,F-Sample-55,F-Sample-56,F-Sample-57,F-Sample-8,F-Sample-9,M-Sample-1,M-Sample-10,M-Sample-11,M-Sample-12,M-Sample-14,M-Sample-15,M-Sample-19,M-Sample-21,M-Sample-22,M-Sample-27,M-Sample-29,M-Sample-3,M-Sample-30,M-Sample-32,M-Sample-34,M-Sample-35,M-Sample-36,M-Sample-38,M-Sample-39,M-Sample-4,M-Sample-42,M-Sample-43,M-Sample-44,M-Sample-46,M-Sample-47,M-Sample-48,M-Sample-49,M-Sample-50,M-Sample-51,M-Sample-52,M-Sample-53,M-Sample-58,M-Sample-59,M-Sample-6,M-Sample-60,M-Sample-7
chrY:4975818-4976123_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,2,7,2,20,0,3,1,0,8,19,0,46,12,2,0,2,0,34,2,0,0,13,16,0,11,16,2,6,33,7,0,9,0
chrY:16962720-16962785_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,14,19,15,3,11,0,18,7,0,7,0,8,0,0,4,9,15,8,0,0,0,0,5,0,0,28,23,20,8,25,10,0,10,7
chrY:14970549-14970610_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,14,9,0,9,10,10,7,0,19,0,0,33,0,0,3,8,44,15,0,0,4,8,20,11,16,3,7,4,0,4,0,0
chrY:15491218-15493134_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,10,10,5,5,4,0,8,1,0,14,14,31,0,7,0,0,3,6,40,0,0,0,12,0,0,10,18,20,24,0,0,1,15,0
chrY:22755481-22755761_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,7,6,2,0,0,3,0,3,12,16,19,0,0,0,0,14,0,0,10,0,63,5,5,0,0,23,20,13,31,1,0,26,0
chrY:14970646-14970934_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,15,7,9,2,14,9,13,6,2,19,4,0,43,0,0,2,6,37,22,0,0,0,11,0,20,2,11,7,2,18,0,0,0
chrY:14967177-14967434_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,6,11,3,7,11,11,2,0,2,29,4,26,0,9,10,13,0,0,2,10,0,13,7,0,0,19,42,9,3,11,0,23,0
chrY:14801814-14802109_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,20,12,9,4,8,19,13,15,0,13,8,0,0,0,0,14,3,10,0,12,0,0,25,10,0,10,15,16,15,13,0,0,17,0
chrY:21766533-21766576_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,5,20,16,24,24,2,4,13,0,20,1,2,12,9,0,4,4,17,0,12,0,0,0,4,10,0,0,37,17,1,0,5,0,0
chrY:21864841-21864874_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,16,16,6,7,10,17,5,0,12,0,6,0,10,0,29,19,9,33,0,0,0,7,7,0,22,14,3,0,17,21,0,1,0
chrY:21860810-21860856_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,2,4,2,0,4,11,6,17,10,0,6,0,15,0,0,17,0,0,11,0,0,0,6,18,3,23,24,17,43,5,15,21,0
chrY:14967727-14967897_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,10,2,9,6,16,4,1,0,5,0,13,0,0,23,26,0,0,22,12,0,0,2,0,0,3,9,63,14,13,0,2,16,0
chrY:21048290-21049504_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,2,8,7,7,4,3,9,9,0,18,0,10,0,0,0,0,3,19,0,16,0,0,7,0,0,33,28,19,26,0,5,15,13,0
chrY:14958174-14958196_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,14,6,15,1,10,8,1,0,6,10,9,0,0,0,22,12,0,3,11,0,0,13,0,0,0,8,6,59,12,0,0,56,0
chrY:21153221-21153519_+,9,54,79,5,153,174,79,103,35,87,120,76,37,0,172,128,52,114,156,145,183,48,85,155,35,156,35,164,134,141,89,55,55,12,248,167,77,289,111,17,20,58,57,20,47,0,0,138,115,48,74,259,150,255,91,96,8,68,0
chrY:2850858-2851171_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,1,0,1,16,0,5,31,1,0,20,16,17,1,11,7,0,26,0,15,0,0,18,55,4,1,4,20,0,14,12
chrY:15488698-15489308_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,12,17,21,6,6,13,6,10,0,11,25,11,0,0,0,0,5,0,0,2,13,0,16,9,0,19,19,10,10,35,11,1,0,0
chrY:14829374-14829603_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,13,8,13,12,7,0,16,13,0,9,32,9,0,11,0,0,6,0,1,15,0,0,18,21,8,5,13,8,38,10,0,0,0,0
chrY:14934681-14934789_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,4,31,0,0,0,27,0,12,0,0,0,20,161,4,0,0,4,12,15,0,19,0,0,0,0
chrY:15353034-15353677_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,29,0,9,2,2,18,0,0,0,1,7,24,0,1,18,4,0,11,2,0,0,0,0,0,16,49,42,12,19,0,8,10,8
chrY:14966329-14966624_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,16,6,8,4,0,16,8,0,2,0,12,36,14,36,0,0,10,0,2,0,0,2,6,0,0,51,40,0,2,0,4,16,0
chrY:21920142-21920974_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,9,4,8,4,15,8,6,0,1,38,0,0,0,21,1,3,8,1,28,0,0,30,10,0,13,23,7,13,29,3,8,0,0
chrY:14278155-14279630_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,25,15,10,18,1,11,9,0,5,0,6,35,24,0,0,6,5,0,0,0,0,20,13,21,21,22,10,1,2,1,0,14,0
chrY:15480252-15480528_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,3,4,4,0,1,4,0,0,0,7,0,7,0,0,5,0,0,0,20,106,5,0,29,3,7,3,14,56,23,4,2,2
chrY:22748970-22749153_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,21,3,17,1,25,11,6,0,7,14,0,0,0,28,0,12,9,1,15,22,0,4,16,0,23,10,3,20,0,19,10,2,0
chrY:7203129-7203478_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,10,20,20,0,5,23,16,13,11,26,11,0,7,0,6,9,6,0,7,0,0,5,0,12,11,0,15,7,0,13,8,17,0
chrY:22592705-22594083_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,14,5,6,0,17,4,19,0,16,45,0,0,0,0,14,18,0,0,35,6,0,3,1,29,0,12,5,22,21,12,11,0,0
chrY:16905577-16905893_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,1,0,0,0,18,3,35,9,0,17,17,6,5,2,0,32,0,18,11,16,15,0,16,0,15,10,43,7,7,8
chrY:14939603-14939899_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,6,4,9,3,0,2,0,0,1,41,21,0,0,0,12,4,0,0,6,0,0,4,8,30,17,12,29,23,18,29,2,7,16
chrY:15349172-15352596_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,3,8,3,15,13,8,0,0,0,18,0,37,0,0,3,21,0,13,0,0,2,14,14,14,26,28,0,6,0,6,36,10
chrY:15823482-15823571_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,15,1,19,29,5,13,5,13,0,26,34,3,22,0,9,0,2,10,15,0,0,0,0,19,0,8,10,12,16,0,0,5,0,11
chrY:21865665-21865742_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,7,10,6,7,13,13,10,0,6,0,10,30,0,23,21,20,8,0,0,0,0,2,0,0,7,31,26,26,10,0,3,11,0
chrY:7201241-7201538_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,10,4,10,5,6,8,1,0,9,15,24,0,9,18,0,14,8,0,17,1,0,6,4,14,19,4,9,9,36,0,16,12,19
chrY:21035053-21035224_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,16,15,3,24,0,5,2,25,16,1,24,7,0,12,0,0,3,0,19,0,0,66,0,6,1,11,7,21,0,0,28,0,0,8
chrY:22594798-22595415_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,19,16,18,18,8,8,6,2,0,7,0,0,27,14,0,26,5,5,28,1,0,0,25,0,15,0,20,15,0,12,0,9,0,0
chrY:15999558-15999979_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,7,4,15,11,24,13,7,14,0,13,37,0,0,9,4,8,5,25,8,12,0,20,12,0,0,14,2,11,7,5,4,7,10,0
chrY:21049525-21050511_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,8,8,13,26,0,14,10,9,0,10,0,8,0,0,0,16,7,0,0,0,0,0,3,0,8,55,27,50,16,1,16,1,9,0
chrY:7244053-7244072_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,3,20,14,18,5,7,11,18,0,11,14,5,2,10,13,2,3,0,0,21,0,0,0,0,8,6,6,17,15,21,8,21,22,0
chrY:22570812-22574100_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,3,11,21,29,3,0,22,1,0,25,0,13,0,15,0,0,6,6,17,53,0,0,8,0,0,0,41,1,9,1,0,0,3,0
chrY:22611597-22611927_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,5,2,0,2,9,8,0,23,0,0,23,0,5,10,14,23,0,29,11,14,8,7,41,3,0,44,37,0,10,0
chrY:14460805-14461332_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,2,6,4,0,0,6,8,0,2,14,19,25,21,0,20,8,0,0,0,0,0,8,11,31,20,39,5,29,21,13,0,5,0
chrY:14354449-14354805_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,6,15,8,10,6,2,5,0,14,0,10,29,11,28,0,4,0,0,0,26,0,17,10,13,11,29,9,0,32,17,1,12,0
chrY:21203231-21203506_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,7,16,11,9,22,10,11,22,0,7,0,4,0,0,0,31,6,25,4,14,0,0,0,0,25,0,15,16,18,3,23,11,20,0
chrY:21860399-21860762_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,11,13,25,7,0,16,6,0,18,7,7,0,10,21,0,7,7,7,24,0,0,1,11,9,16,19,19,13,13,1,10,20,0
chrY:21726323-21727481_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,11,17,21,6,21,7,5,0,25,0,3,0,0,13,0,24,21,0,0,0,0,10,0,0,8,20,17,45,16,15,19,0,0
chrY:21719137-21719293_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,14,15,22,22,0,9,13,0,11,1,4,31,0,2,0,6,7,33,0,0,0,11,10,2,14,22,20,0,12,28,3,3,0
chrY:16001289-16008933_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,16,1,18,13,14,25,4,8,0,8,33,13,0,0,0,1,11,25,0,15,15,0,3,5,9,4,20,10,2,9,9,21,7,0
chrY:15357841-15358132_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,10,4,16,4,0,10,8,0,13,3,20,0,19,57,5,17,0,11,16,0,0,15,0,11,13,30,18,2,9,14,0,21,0
chrY:16897903-16898098_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,0,1,3,0,0,2,1,50,0,0,22,0,28,0,0,13,18,10,7,19,0,5,0,26,0,2,6,22,7,43,5,0,35
chrY:21861366-21862331_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,11,14,9,6,11,0,11,18,0,14,0,1,0,6,17,4,10,21,1,19,0,0,17,17,18,31,5,11,17,23,0,13,3,0
chrY:15352899-15353032_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,16,1,4,0,0,3,6,0,0,56,0,16,15,34,23,12,0,21,12,10,0,1,0,7,22,34,23,8,10,8,7,0,0
chrY:21037134-21037431_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,2,13,11,9,9,0,0,24,0,6,16,12,14,12,0,21,9,11,2,2,0,0,7,3,4,33,3,18,27,23,23,0,29,0
chrY:14802892-14803189_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,2,4,6,18,9,13,20,0,11,1,8,40,3,17,0,7,30,31,10,0,0,9,0,0,14,1,12,3,20,21,8,17,0
chrY:15358483-15358785_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,5,5,13,10,0,17,11,18,15,0,0,0,11,2,1,7,8,38,23,0,0,19,0,4,2,35,16,5,30,7,17,20,0
chrY:14943683-14944231_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,37,21,3,30,2,9,12,14,0,17,7,16,0,0,5,18,9,5,0,11,0,0,3,0,0,10,29,33,0,10,0,41,0,0
chrY:21242580-21246346_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,11,15,7,40,13,10,0,9,24,2,38,11,10,18,12,6,22,11,0,0,23,2,7,12,5,10,7,0,6,9,6,0
chrY:21722372-21722730_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,19,24,29,1,3,30,9,0,7,0,14,0,0,0,0,26,0,27,30,0,0,20,0,0,6,8,19,20,33,0,13,2,0
chrY:2745890-2746183_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,4,6,0,0,5,0,1,1,18,11,0,0,2,0,8,0,0,0,0,154,11,4,0,11,30,18,28,30,8,0,12,0
chrY:16963160-16963216_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,11,2,2,0,18,6,0,1,0,33,25,8,0,50,7,0,21,0,0,0,16,11,0,23,7,31,51,23,17,0,2,0
chrY:21720064-21720290_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,20,11,14,10,8,12,5,0,22,0,9,0,5,4,0,4,15,19,19,0,0,27,0,11,24,22,15,18,38,1,0,9,0
chrY:14208227-14208387_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,8,1,9,4,6,5,3,0,5,1,6,56,25,0,6,20,9,3,13,0,0,11,0,34,23,20,14,43,11,0,0,21,7
chrY:16691868-16692099_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,12,3,12,4,0,1,8,16,5,12,0,0,11,0,39,3,10,0,8,16,3,7,27,26,0,10,4,6,2,56,10,8,30
chrY:21860960-21861175_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,23,13,8,10,13,0,13,12,0,1,0,43,38,0,0,47,5,0,9,1,0,0,4,9,0,0,34,24,9,0,6,8,34,0
chrY:21919395-21919701_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,10,9,16,16,6,15,2,0,9,4,14,49,8,0,0,23,0,12,16,0,0,1,23,7,20,37,12,22,16,3,1,0,5
chrY:15482941-15483223_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,9,7,20,1,8,4,4,0,12,29,27,27,0,0,0,20,6,60,14,0,0,27,0,0,3,9,17,24,4,0,7,24,0
chrY:15592992-15593295_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,4,3,3,3,0,3,2,12,0,25,0,24,0,0,13,7,0,1,0,0,0,19,19,0,37,19,30,28,71,1,2,16,24
chrY:21145641-21146067_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,11,0,5,9,0,0,9,47,1,33,18,0,18,36,30,0,0,12,0,0,0,0,8,29,0,1,6,3,7,25,2,0,47
chrY:21877021-21877148_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,8,10,18,15,7,10,16,15,0,7,16,9,0,12,19,12,19,0,6,17,19,0,13,3,0,9,64,23,0,8,0,6,10,0
chrY:16008936-16009872_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,13,13,7,11,14,11,10,18,14,8,15,4,30,4,17,1,14,12,19,17,0,0,10,17,0,0,10,12,12,13,15,39,6,0
chrY:14819666-14819968_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,6,18,20,17,14,12,13,25,0,23,2,14,1,18,8,13,17,9,10,3,1,0,27,11,21,3,9,18,0,9,19,9,3,0
chrY:14968024-14968226_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,22,6,24,9,6,10,7,0,20,18,19,0,0,0,13,15,19,8,23,0,0,10,0,0,0,19,59,3,55,0,0,21,0
chrY:2750561-2750856_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,35,19,11,8,12,17,7,13,0,9,2,4,17,7,2,1,12,0,17,10,0,0,34,47,31,10,4,8,6,23,17,2,2,1
chrY:21038877-21038978_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25,6,4,11,9,4,6,15,16,4,16,0,0,22,0,20,17,9,0,0,19,0,9,0,8,7,27,7,21,15,26,32,30,0
chrY:14280852-14281381_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,22,28,15,9,18,0,8,7,30,20,15,11,0,0,0,0,5,18,13,11,0,0,10,15,20,5,0,11,15,23,4,0,23,19
chrY:22598760-22600053_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,15,21,12,8,15,10,22,12,0,8,0,11,0,0,0,13,22,15,0,5,23,0,6,2,7,19,30,45,23,19,12,2,0,0
chrY:14942203-14942954_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,11,12,27,9,15,19,0,0,27,0,9,0,0,24,8,14,0,45,3,0,0,0,0,0,0,48,35,46,18,5,10,0,0
chrY:14937163-14937821_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,5,0,4,0,0,3,0,5,16,8,0,34,25,16,0,0,26,0,0,115,0,0,4,21,20,44,3,0,21,10,0,0
chrY:16018166-16018297_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,3,2,0,0,0,0,3,0,11,55,7,0,28,12,14,55,4,0,0,5,0,0,10,67,29,16,55,5,0,12,0
chrY:21041393-21041460_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,36,9,18,21,8,12,21,5,0,22,0,0,0,14,11,48,7,7,1,0,13,0,4,0,5,25,17,34,15,7,13,6,21,0
chrY:14375551-14375874_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,11,9,3,16,1,1,4,13,3,0,11,14,11,0,19,28,0,19,33,0,0,11,14,11,13,57,18,26,49,0,0,8,0
chrY:21900471-21900944_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,9,7,11,11,6,19,8,16,0,29,24,38,0,7,0,3,14,9,0,0,0,0,36,37,0,16,8,35,7,2,19,11,0,0
chrY:15026019-15026200_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,21,12,1,15,4,12,24,4,10,7,0,10,0,15,0,0,6,25,4,31,0,0,12,11,0,6,0,81,9,13,0,28,8,11
chrY:21146275-21146567_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,3,3,1,3,0,3,0,11,0,48,2,66,14,14,36,2,5,0,0,0,3,6,5,54,0,16,0,9,11,70,0,8,7
chrY:22597747-22598611_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,18,12,9,6,11,14,10,0,6,8,9,0,29,28,0,4,8,0,15,0,0,14,0,0,10,35,48,35,39,11,8,0,11
chrY:21770235-21770499_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,19,4,7,13,4,7,21,15,10,0,20,39,22,3,9,3,16,0,9,29,0,7,7,22,26,0,16,27,0,2,14,11,0
chrY:14799783-14800231_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,9,4,3,15,9,12,10,0,26,28,0,0,0,0,70,4,0,13,15,0,0,7,20,0,22,26,17,39,36,0,10,14,0
chrY:21720313-21720611_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,13,8,6,0,3,8,6,0,1,47,14,0,0,0,8,8,0,20,0,0,0,12,1,11,17,49,30,23,70,2,0,23,36
chrY:14820432-14820466_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,9,16,12,16,10,15,21,17,14,19,21,22,0,9,0,39,13,0,0,0,0,0,0,15,18,13,20,46,4,0,11,4,10,0
chrY:14811176-14812585_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,5,3,7,8,22,19,13,0,18,34,3,0,42,0,9,9,7,1,6,0,0,12,5,22,21,23,4,8,26,41,4,27,6
chrY:21770501-21770776_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,5,16,3,8,9,12,7,21,5,7,20,0,74,26,8,9,10,35,0,0,29,0,5,0,11,26,0,10,12,2,7,13,0,16
chrY:21768052-21768085_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,26,39,21,25,7,25,2,1,0,11,12,0,19,0,0,18,2,39,0,13,1,5,1,0,8,6,17,7,16,7,0,7,0,66
chrY:21917639-21918529_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,23,14,10,22,21,26,9,12,13,33,0,6,1,19,7,0,7,0,6,2,0,0,21,11,8,0,22,46,34,13,0,4,23,0
chrY:14939901-14940113_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,6,2,6,3,0,9,2,0,0,44,17,0,2,0,16,8,0,20,0,0,0,18,21,30,37,45,19,24,23,39,2,26,4
chrY:14970258-14970547_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,30,12,9,8,9,8,11,1,3,66,15,0,13,0,0,4,16,8,10,0,0,15,8,39,15,24,29,8,38,10,9,13,0
chrY:16897666-16897797_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,7,24,0,8,2,9,34,20,0,26,0
chrY:15482646-15482939_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,7,6,27,9,2,7,9,0,9,0,2,61,0,33,0,12,19,33,13,0,0,33,14,2,15,12,23,12,2,0,19,52,0
chrY:2718873-2719181_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,4,15,18,7,7,17,8,9,6,1,26,17,34,35,2,25,2,13,2,2,3,0,16,25,0,14,28,9,6,41,20,24,0,0
chrY:16690748-16690984_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,32,28,8,13,21,8,8,5,9,4,0,24,0,4,0,30,7,0,0,0,0,0,14,0,43,15,25,45,9,20,15,7,9,37
chrY:15360797-15360845_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,33,38,30,31,26,37,1,6,0,28,25,0,7,19,10,0,0,56,0,7,0,0,10,10,0,4,5,12,0,7,2,16,11,13
chrY:15374103-15374317_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,5,3,17,0,2,13,4,0,7,29,19,0,18,18,11,9,0,0,0,5,135,15,0,7,8,25,21,21,8,26,0,11,0
chrY:15824223-15824971_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,15,23,21,24,12,10,0,0,17,0,0,0,2,1,0,8,38,14,30,0,147,0,0,10,0,16,0,13,2,0,17,0,14
